  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
  4.9410E-04  1.9010E+00  1.5654E-02  6.3331E+29  1.7377E+39
