  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
  4.9410E-04         NaN -4.4652E+00         NaN -2.7622E+01
